id;시군구;지역코드;법정동;아파트;전용면적;거래금액;층;년;월;광역시도;시자치구;전용;구분;거래유형;기준월
434264;서울특별시 동대문구;11230;전농동;청량리역롯데캐슬SKY-L65;29;28550;12;2023;1;서울특별시;동대문구;29;;직거래;2023-01-31
434265;서울특별시 동대문구;11230;전농동;청량리역롯데캐슬SKY-L65;85;116670;62;2023;1;서울특별시;동대문구;85;;중개거래;2023-01-31
434266;서울특별시 마포구;11440;아현동;공덕자이;60;104500;2;2023;1;서울특별시;마포구;60;입;중개거래;2023-01-31
434267;서울특별시 동작구;11590;흑석동;흑석리버파크자이;60;110000;6;2023;1;서울특별시;동작구;60;입;중개거래;2023-01-31
434268;서울특별시 서초구;11650;반포동;더샵반포리버파크;50;113500;4;2023;1;서울특별시;서초구;50;;중개거래;2023-01-31
434269;서울특별시 서초구;11650;반포동;래미안원베일리;201;1000000;35;2023;1;서울특별시;서초구;201;입;중개거래;2023-01-31
434270;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;229500;14;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434271;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;250000;17;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434272;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;245000;19;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434273;서울특별시 강남구;11680;개포동;개포프레지던스자이;60;175000;5;2023;1;서울특별시;강남구;60;입;중개거래;2023-01-31
434274;서울특별시 강남구;11680;개포동;개포프레지던스자이;79;225000;7;2023;1;서울특별시;강남구;79;입;중개거래;2023-01-31
434275;서울특별시 강남구;11680;개포동;개포프레지던스자이;60;181000;7;2023;1;서울특별시;강남구;60;입;중개거래;2023-01-31
434276;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;260000;12;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434277;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;241084;7;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434278;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;260000;12;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434279;서울특별시 강남구;11680;개포동;개포프레지던스자이;103;325000;4;2023;1;서울특별시;강남구;103;입;중개거래;2023-01-31
434280;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;255000;19;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434281;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;262000;12;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434282;서울특별시 강남구;11680;개포동;개포프레지던스자이;85;250000;5;2023;1;서울특별시;강남구;85;입;중개거래;2023-01-31
434283;서울특별시 강남구;11680;개포동;개포프레지던스자이;60;178000;5;2023;1;서울특별시;강남구;60;입;중개거래;2023-01-31
434284;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;75542;16;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434285;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;77310;20;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434286;경기도 수원시 장안구;41111;정자동;북수원자이렉스비아;60;54666;8;2023;1;경기도;수원시 장안구;60;입;중개거래;2023-01-31
434287;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;105;92458;22;2023;1;경기도;수원시 장안구;105;;중개거래;2023-01-31
434288;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;75875;6;2023;1;경기도;수원시 장안구;85;;직거래;2023-01-31
434289;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;75249;27;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434290;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;74094;6;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434291;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;74627;36;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434292;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;76039;15;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434293;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;75638;39;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434294;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;76917;31;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434295;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;75857;31;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434296;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;76638;26;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434297;경기도 수원시 장안구;41111;정자동;화서역푸르지오브리시엘;85;74347;22;2023;1;경기도;수원시 장안구;85;;중개거래;2023-01-31
434298;경기도 수원시 장안구;41111;연무동;서광교파크스위첸;76;52250;27;2023;1;경기도;수원시 장안구;76;입;중개거래;2023-01-31
434299;경기도 수원시 팔달구;41115;매교동;매교역푸르지오SKVIEW;60;50000;1;2023;1;경기도;수원시 팔달구;60;;중개거래;2023-01-31
434300;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;60;51000;6;2023;1;경기도;수원시 팔달구;60;;중개거래;2023-01-31
434301;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;59598;13;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434302;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;57700;18;2023;1;경기도;수원시 팔달구;74;입;중개거래;2023-01-31
434303;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;40;29921;7;2023;1;경기도;수원시 팔달구;40;;중개거래;2023-01-31
434304;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;60;46645;14;2023;1;경기도;수원시 팔달구;60;입;중개거래;2023-01-31
434305;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;59012;22;2023;1;경기도;수원시 팔달구;74;;직거래;2023-01-31
434306;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;40;30721;10;2023;1;경기도;수원시 팔달구;40;;중개거래;2023-01-31
434307;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;62500;16;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434308;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;60;49500;21;2023;1;경기도;수원시 팔달구;60;입;중개거래;2023-01-31
434309;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;62600;22;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434310;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;61900;13;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434311;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;61480;23;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434312;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;59752;21;2023;1;경기도;수원시 팔달구;74;;직거래;2023-01-31
434313;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;60;47727;3;2023;1;경기도;수원시 팔달구;60;;중개거래;2023-01-31
434314;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;61880;15;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434315;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;85;68446;8;2023;1;경기도;수원시 팔달구;85;;중개거래;2023-01-31
434316;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;85;65916;4;2023;1;경기도;수원시 팔달구;85;;직거래;2023-01-31
434317;경기도 수원시 팔달구;41115;인계동;수원센트럴아이파크자이;74;63365;7;2023;1;경기도;수원시 팔달구;74;;중개거래;2023-01-31
434318;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68856;7;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434319;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;67460;18;2023;1;경기도;수원시 영통구;85;;중개거래;2023-01-31
434320;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;67860;15;2023;1;경기도;수원시 영통구;85;;중개거래;2023-01-31
434321;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;61580;2;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434322;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68277;21;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434323;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;118;86784;21;2023;1;경기도;수원시 영통구;118;;직거래;2023-01-31
434324;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68270;5;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434325;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68808;23;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434326;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;65494;20;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434327;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68270;20;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434328;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;79078;7;2023;1;경기도;수원시 영통구;85;;중개거래;2023-01-31
434329;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;68692;5;2023;1;경기도;수원시 영통구;85;;중개거래;2023-01-31
434330;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;85;69000;12;2023;1;경기도;수원시 영통구;85;;직거래;2023-01-31
434331;경기도 수원시 영통구;41117;원천동;영흥공원푸르지오파크비엔;118;86058;20;2023;1;경기도;수원시 영통구;118;;직거래;2023-01-31
434332;경기도 성남시 수정구;41131;신흥동;산성역자이푸르지오;60;66432;12;2023;1;경기도;성남시 수정구;60;입;중개거래;2023-01-31
434333;경기도 성남시 중원구;41133;금광동;e편한세상금빛그랑메종A3블록;60;68500;23;2023;1;경기도;성남시 중원구;60;입;중개거래;2023-01-31
434334;경기도 성남시 중원구;41133;금광동;성남e편한세상금빛그랑메종;75;74750;6;2023;1;경기도;성남시 중원구;75;;중개거래;2023-01-31
434335;경기도 의정부시;41150;의정부동;힐스테이트의정부역;107;100935;49;2023;1;경기도;의정부시;107;;중개거래;2023-01-31
434336;경기도 의정부시;41150;의정부동;힐스테이트의정부역;84;56891;14;2023;1;경기도;의정부시;84;;중개거래;2023-01-31
434337;경기도 의정부시;41150;의정부동;힐스테이트의정부역;84;58667;24;2023;1;경기도;의정부시;84;;중개거래;2023-01-31
434338;경기도 의정부시;41150;의정부동;의정부역푸르지오더센트럴;60;42800;3;2023;1;경기도;의정부시;60;입;중개거래;2023-01-31
434339;경기도 의정부시;41150;가능동;의정부롯데캐슬골드포레;60;27259;9;2023;1;경기도;의정부시;60;입;중개거래;2023-01-31
434340;경기도 의정부시;41150;가능동;의정부롯데캐슬골드포레;60;27259;9;2023;1;경기도;의정부시;60;입;중개거래;2023-01-31
434341;경기도 의정부시;41150;가능동;의정부롯데캐슬골드포레;40;20540;16;2023;1;경기도;의정부시;40;;중개거래;2023-01-31
434342;경기도 의정부시;41150;가능동;의정부롯데캐슬골드포레;60;35000;17;2023;1;경기도;의정부시;60;입;중개거래;2023-01-31
434343;경기도 의정부시;41150;가능동;의정부롯데캐슬골드포레;85;44630;11;2023;1;경기도;의정부시;85;;직거래;2023-01-31
434344;경기도 안양시 만안구;41171;안양동;아르테자이;64;59000;20;2023;1;경기도;안양시 만안구;64;;중개거래;2023-01-31
434345;경기도 안양시 만안구;41171;안양동;안양예술공원두산위브;85;65000;4;2023;1;경기도;안양시 만안구;85;입;중개거래;2023-01-31
434346;경기도 안양시 동안구;41173;평촌동;삼성래미안;85;50000;1;2023;1;경기도;안양시 동안구;85;;직거래;2023-01-31
434347;경기도 부천시;41190;범박동;부천일루미스테이트;60;43043;8;2023;1;경기도;부천시;60;;직거래;2023-01-31
434348;경기도 부천시;41190;범박동;부천일루미스테이트;60;43463;10;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434349;경기도 부천시;41190;범박동;부천일루미스테이트;60;46663;13;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434350;경기도 부천시;41190;범박동;부천일루미스테이트;60;43463;10;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434351;경기도 부천시;41190;범박동;부천일루미스테이트;60;43603;9;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434352;경기도 부천시;41190;범박동;부천일루미스테이트;85;56388;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434353;경기도 부천시;41190;범박동;부천일루미스테이트;60;43713;8;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434354;경기도 부천시;41190;범박동;부천일루미스테이트;39;29055;12;2023;1;경기도;부천시;39;;중개거래;2023-01-31
434355;경기도 부천시;41190;범박동;부천일루미스테이트;60;44697;24;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434356;경기도 부천시;41190;범박동;부천일루미스테이트;60;41353;1;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434357;경기도 부천시;41190;범박동;부천일루미스테이트;60;43223;12;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434358;경기도 부천시;41190;범박동;부천일루미스테이트;60;43223;12;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434359;경기도 부천시;41190;범박동;부천일루미스테이트;60;43293;23;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434360;경기도 부천시;41190;범박동;부천일루미스테이트;60;43807;12;2023;1;경기도;부천시;60;;직거래;2023-01-31
434361;경기도 부천시;41190;범박동;부천일루미스테이트;60;44043;28;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434362;경기도 부천시;41190;범박동;부천일루미스테이트;85;57797;7;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434363;경기도 부천시;41190;범박동;부천일루미스테이트;60;40491;1;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434364;경기도 부천시;41190;범박동;부천일루미스테이트;60;43843;14;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434365;경기도 부천시;41190;범박동;부천일루미스테이트;60;43643;11;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434366;경기도 부천시;41190;범박동;부천일루미스테이트;60;44673;27;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434367;경기도 부천시;41190;범박동;부천일루미스테이트;60;43333;7;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434368;경기도 부천시;41190;범박동;부천일루미스테이트;85;56778;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434369;경기도 부천시;41190;범박동;부천일루미스테이트;60;42356;3;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434370;경기도 부천시;41190;범박동;부천일루미스테이트;60;43262;4;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434371;경기도 부천시;41190;범박동;부천일루미스테이트;85;55798;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434372;경기도 부천시;41190;범박동;부천일루미스테이트;60;44377;29;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434373;경기도 부천시;41190;범박동;부천일루미스테이트;60;43643;12;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434374;경기도 부천시;41190;범박동;부천일루미스테이트;60;40793;1;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434375;경기도 부천시;41190;범박동;부천일루미스테이트;60;42923;6;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434376;경기도 부천시;41190;범박동;부천일루미스테이트;60;42642;13;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434377;경기도 부천시;41190;범박동;부천일루미스테이트;85;55808;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434378;경기도 부천시;41190;범박동;부천일루미스테이트;60;42592;11;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434379;경기도 부천시;41190;범박동;부천일루미스테이트;60;43763;13;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434380;경기도 부천시;41190;범박동;부천일루미스테이트;60;42373;3;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434381;경기도 부천시;41190;범박동;부천일루미스테이트;40;27282;11;2023;1;경기도;부천시;40;;중개거래;2023-01-31
434382;경기도 부천시;41190;범박동;부천일루미스테이트;60;42672;29;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434383;경기도 부천시;41190;범박동;부천일루미스테이트;85;56363;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434384;경기도 부천시;41190;범박동;부천일루미스테이트;59;42862;14;2023;1;경기도;부천시;59;;중개거래;2023-01-31
434385;경기도 부천시;41190;범박동;부천일루미스테이트;60;44277;8;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434386;경기도 부천시;41190;범박동;부천일루미스테이트;60;45513;2;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434387;경기도 부천시;41190;범박동;부천일루미스테이트;60;47923;11;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434388;경기도 부천시;41190;범박동;부천일루미스테이트;85;61211;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434389;경기도 부천시;41190;범박동;부천일루미스테이트;85;55188;1;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434390;경기도 부천시;41190;범박동;부천일루미스테이트;60;42943;1;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434391;경기도 부천시;41190;범박동;부천일루미스테이트;59;44217;4;2023;1;경기도;부천시;59;;중개거래;2023-01-31
434392;경기도 부천시;41190;범박동;부천일루미스테이트;85;55988;3;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434393;경기도 부천시;41190;범박동;부천일루미스테이트;60;44615;23;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434394;경기도 부천시;41190;범박동;부천일루미스테이트;85;56138;10;2023;1;경기도;부천시;85;;직거래;2023-01-31
434395;경기도 부천시;41190;범박동;부천일루미스테이트;85;56998;25;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434396;경기도 부천시;41190;범박동;부천일루미스테이트;59;44517;13;2023;1;경기도;부천시;59;;중개거래;2023-01-31
434397;경기도 부천시;41190;범박동;부천일루미스테이트;60;44157;9;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434398;경기도 부천시;41190;범박동;부천일루미스테이트;85;56917;24;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434399;경기도 부천시;41190;범박동;부천일루미스테이트;60;45697;2;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434400;경기도 부천시;41190;범박동;부천일루미스테이트;90;65258;10;2023;1;경기도;부천시;90;;중개거래;2023-01-31
434401;경기도 부천시;41190;범박동;부천일루미스테이트;60;47800;17;2023;1;경기도;부천시;60;입;중개거래;2023-01-31
434402;경기도 부천시;41190;범박동;부천일루미스테이트;60;43843;15;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434403;경기도 부천시;41190;범박동;부천일루미스테이트;85;55347;22;2023;1;경기도;부천시;85;;직거래;2023-01-31
434404;경기도 부천시;41190;범박동;부천일루미스테이트;60;45007;14;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434405;경기도 부천시;41190;범박동;부천일루미스테이트;85;56738;29;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434406;경기도 부천시;41190;범박동;부천일루미스테이트;85;52931;2;2023;1;경기도;부천시;85;;직거래;2023-01-31
434407;경기도 부천시;41190;범박동;부천일루미스테이트;75;48347;10;2023;1;경기도;부천시;75;;중개거래;2023-01-31
434408;경기도 부천시;41190;범박동;부천일루미스테이트;60;46417;6;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434409;경기도 부천시;41190;범박동;부천일루미스테이트;60;45247;23;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434410;경기도 부천시;41190;범박동;부천일루미스테이트;60;42623;7;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434411;경기도 부천시;41190;범박동;부천일루미스테이트;59;44543;12;2023;1;경기도;부천시;59;;중개거래;2023-01-31
434412;경기도 부천시;41190;범박동;부천일루미스테이트;85;56328;7;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434413;경기도 부천시;41190;범박동;부천일루미스테이트;60;43293;25;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434414;경기도 부천시;41190;범박동;부천일루미스테이트;60;45013;2;2023;1;경기도;부천시;60;;중개거래;2023-01-31
434415;경기도 부천시;41190;범박동;부천일루미스테이트;85;56598;7;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434416;경기도 부천시;41190;범박동;부천일루미스테이트;85;63507;24;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434417;경기도 부천시;41190;범박동;부천일루미스테이트;85;56398;8;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434418;경기도 부천시;41190;범박동;부천일루미스테이트;60;43130;27;2023;1;경기도;부천시;60;;직거래;2023-01-31
434419;경기도 부천시;41190;범박동;부천일루미스테이트;85;55288;6;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434420;경기도 부천시;41190;범박동;부천일루미스테이트;85;56388;26;2023;1;경기도;부천시;85;;중개거래;2023-01-31
434421;경기도 부천시;41190;범박동;부천일루미스테이트;85;42700;18;2023;1;경기도;부천시;85;입;직거래;2023-01-31
434422;경기도 광명시;41210;광명동;광명푸르지오센트베르;59;68000;28;2023;1;경기도;광명시;59;입;중개거래;2023-01-31
434423;경기도 평택시;41220;서정동;힐스테이트평택더퍼스트;60;35600;5;2023;1;경기도;평택시;60;입;중개거래;2023-01-31
434424;경기도 평택시;41220;서정동;힐스테이트평택더퍼스트;60;35600;5;2023;1;경기도;평택시;60;입;중개거래;2023-01-31
434425;경기도 평택시;41220;동삭동;힐스테이트지제역퍼스티움;85;33012;2;2023;1;경기도;평택시;85;;직거래;2023-01-31
434426;경기도 안산시 단원구;41273;원곡동;안산푸르지오브리파크;50;34600;3;2023;1;경기도;안산시 단원구;50;;중개거래;2023-01-31
434427;경기도 안산시 단원구;41273;원곡동;안산푸르지오브리파크;60;44632;10;2023;1;경기도;안산시 단원구;60;;중개거래;2023-01-31
434428;경기도 고양시 덕양구;41281;성사동;원당역롯데캐슬스카이엘;60;53730;16;2023;1;경기도;고양시 덕양구;60;입;중개거래;2023-01-31
434429;경기도 고양시 덕양구;41281;성사동;원당역롯데캐슬스카이엘;85;71360;16;2023;1;경기도;고양시 덕양구;85;입;직거래;2023-01-31
434430;경기도 고양시 덕양구;41281;덕은동;고양덕은지구A2중흥S클래스;85;64800;13;2023;1;경기도;고양시 덕양구;85;;중개거래;2023-01-31
434431;경기도 고양시 덕양구;41281;덕은동;고양덕은지구A2중흥S클래스;85;60250;1;2023;1;경기도;고양시 덕양구;85;;직거래;2023-01-31
434432;경기도 고양시 일산서구;41287;일산동;e편한세상일산어반스카이;71;51625;17;2023;1;경기도;고양시 일산서구;71;;중개거래;2023-01-31
434433;경기도 고양시 일산서구;41287;일산동;e편한세상일산어반스카이;71;52429;34;2023;1;경기도;고양시 일산서구;71;;중개거래;2023-01-31
434434;경기도 고양시 일산서구;41287;일산동;e편한세상일산어반스카이;71;49625;19;2023;1;경기도;고양시 일산서구;71;;중개거래;2023-01-31
434435;경기도 고양시 일산서구;41287;일산동;e편한세상일산어반스카이;71;53951;40;2023;1;경기도;고양시 일산서구;71;;중개거래;2023-01-31
434436;경기도 고양시 일산서구;41287;일산동;e편한세상일산어반스카이;85;56384;6;2023;1;경기도;고양시 일산서구;85;;중개거래;2023-01-31
434437;경기도 오산시;41370;서동;오산세교한양수자인;60;23695;14;2023;1;경기도;오산시;60;;중개거래;2023-01-31
434438;경기도 시흥시;41390;거모동;군자서희스타힐스;60;25987;7;2023;1;경기도;시흥시;60;;중개거래;2023-01-31
434439;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;44320;6;2023;1;경기도;시흥시;85;;직거래;2023-01-31
434440;경기도 시흥시;41390;장곡동;시흥장현C4블록유승한내들퍼스트파크;85;45460;16;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434441;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;46240;5;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434442;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;45810;12;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434443;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;48000;9;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434444;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;44240;9;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434445;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;43010;4;2023;1;경기도;시흥시;85;;직거래;2023-01-31
434446;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;43740;8;2023;1;경기도;시흥시;85;;직거래;2023-01-31
434447;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;52559;3;2023;1;경기도;시흥시;104;;직거래;2023-01-31
434448;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;46380;12;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434449;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;43810;15;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434450;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;44320;6;2023;1;경기도;시흥시;85;;직거래;2023-01-31
434451;경기도 시흥시;41390;장곡동;시흥장현C4블록유승한내들퍼스트파크;85;45072;12;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434452;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;55160;15;2023;1;경기도;시흥시;104;;중개거래;2023-01-31
434453;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;49080;6;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434454;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;59331;20;2023;1;경기도;시흥시;104;;중개거래;2023-01-31
434455;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;53740;12;2023;1;경기도;시흥시;104;;직거래;2023-01-31
434456;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;58576;10;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434457;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;43810;14;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434458;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;41790;2;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434459;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;54881;18;2023;1;경기도;시흥시;104;;직거래;2023-01-31
434460;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;55456;8;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434461;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;48010;24;2023;1;경기도;시흥시;85;;직거래;2023-01-31
434462;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;104;54728;5;2023;1;경기도;시흥시;104;;중개거래;2023-01-31
434463;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;44700;15;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434464;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;44700;15;2023;1;경기도;시흥시;85;;중개거래;2023-01-31
434465;경기도 시흥시;41390;장곡동;유승한내들퍼스트파크;85;43810;12;2023;1;경기도;시흥시;85;;직거래;2023-01-31
